project_id,title,author,views,loves,favorites,comments,remix_count,theme,source,love_rate,favorite_rate,remix_rate,engagement_score,number_of_sprites,number_of_blocks,number_of_scripts,scripts_per_sprite,broadcasts,clones,custom_blocks,advanced_feature_count,complexity_score
237666320,Music Visualiser,awesome-llama,28925,2120,1648,0,0,music,scratch_search_popular,0.0732929991356957,0.0569749351771823,0.0,0.0447778738115816,4,451,24,6.0,11,2,13,26,1391.0
416447487,glitter • texture tutorial,SunnyDays-,29989,2271,1570,0,0,tutorial,scratch_search_popular,0.0757277668478442,0.0523525292607289,0.0,0.0436593417586448,1,41,9,9.0,2,0,0,2,291.0
398183218,Music with Scratch,VinCrafts,44556,3017,2594,0,0,music,scratch_search_popular,0.0677125415207828,0.0582188706347068,0.0,0.0436013107101176,23,7303,374,16.26086956521739,53,3,706,762,30718.217391304348
883148617,Adventure Story (SUPERBOSS),RekingRx,20899,1343,1261,0,0,story,scratch_search_popular,0.0642614479161682,0.0603378152064692,0.0,0.0434135604574381,44,26126,636,14.454545454545455,653,805,1039,2497,101765.09090909091
421995031,Platformer Tutorial!!!!!,TheCactusMaster,26571,1650,1561,0,0,tutorial,scratch_search_popular,0.0620977757705769,0.0587482593805276,0.0,0.0421286364833841,3,248,7,2.3333333333333335,0,0,4,4,444.6666666666667
835721934,Kahoot Animation,NormanTheGamer,160181,10522,8864,0,0,animation,scratch_search_popular,0.0656881902347968,0.0553373995667401,0.0,0.0418414168971351,5,576,39,7.8,49,13,20,82,3242.0
444815084,Pillow - an animation,PepinoPusheen,82439,5683,4269,0,0,animation,scratch_search_popular,0.0689358192117808,0.0517837431312849,0.0,0.0413942430160482,13,357,28,2.1538461538461537,33,0,0,33,1520.076923076923
415195296,OC tutorial !,savage_harv8,58855,3860,3089,0,0,tutorial,scratch_search_popular,0.0655849120720414,0.0524849205674963,0.0,0.0406694418486109,2,22,7,3.5,2,0,0,2,172.0
313307271,Owl Flight Animation,PygmyFalcon,62637,4231,2972,0,0,animation,scratch_search_popular,0.0675479349266408,0.0474479939971582,0.0,0.0392435780768555,1,21,2,2.0,0,0,0,0,71.0
885077773,Bird Animation,Birdsaresocute,43969,2962,2027,0,0,animation,scratch_search_popular,0.0673656439764379,0.0461006618299256,0.0,0.0386499579249016,2,10,3,1.5,0,0,0,0,60.0
389603136,- Platformer Tutorial -,-LilWolfy-,25804,1578,1306,0,0,tutorial,scratch_search_popular,0.0611533095644086,0.050612308169276,0.0,0.038590916137033,6,133,14,2.3333333333333335,6,0,0,6,419.6666666666667
318833812,Tutorial: Avatar Maker,Rosyda,46924,2794,2160,0,0,tutorial,scratch_search_popular,0.0595430909555877,0.0460318813400392,0.0,0.036275679822692,17,1443,54,3.176470588235294,44,6,0,50,3176.529411764706
340042024,Home Kingdom | Music,Rosyda,39537,2455,1740,0,0,music,scratch_search_popular,0.0620937349824215,0.0440094089081113,0.0,0.036231884057971,6,386,30,5.0,10,11,10,31,1476.0
170940447,Blob Story,Mathaino,14827,820,681,0,0,story,scratch_search_popular,0.055304512038848,0.0459297228029945,0.0,0.0349632427328522,22,2416,190,8.636363636363637,179,64,116,359,13578.727272727272
551227826,a normal platformer tutorial,-Heron-,90565,4859,4266,0,0,tutorial,scratch_search_popular,0.0536520730966709,0.0471042897366532,0.0,0.0349373378236625,16,1579,92,5.75,80,47,2,129,5724.0
415248749,Swing || #animation,95041579,45317,2479,1881,0,0,animation,scratch_search_popular,0.0547035328905267,0.041507602003663,0.0,0.0330141006686232,13,288,52,4.0,40,7,0,47,1908.0
169815972,Snake & Lasers! (Game),-TotallyEpic-,152147,8149,5432,0,0,game,scratch_search_popular,0.0535600439049077,0.0357023142092844,0.0,0.0303489388551861,23,1060,97,4.217391304347826,56,50,25,131,5304.347826086956
439498257,◁ Eye Tutorial ▷,-livii-,77265,4064,2745,0,0,tutorial,scratch_search_popular,0.0525982009965702,0.0355270821199767,0.0,0.0299902931469617,2,63,12,6.0,9,0,0,9,473.0
204967236,Interactive story,pinkant123,31937,1578,1197,0,0,story,scratch_search_popular,0.0494097754955067,0.0374800388264395,0.0,0.0298149481792278,2,81,5,2.5,4,0,0,4,271.0
391914089,Thumbnail Tutorial!,-BoyMcBoy-,32512,1468,1254,0,0,tutorial,scratch_search_popular,0.0451525590551181,0.038570374015748,0.0,0.0289739173228346,1,7,1,1.0,0,0,0,0,37.0
268257007,What Teachers See 6 (Music) ,DerpAnimation,352573,16050,13401,0,0,music,scratch_search_popular,0.0455224875415871,0.0380091498781812,0.0,0.0288604062137486,5,326,17,3.4,14,6,0,20,1044.0
391890547,Basically: Anime - Animation,Mallonations,88898,3998,3143,0,0,animation,scratch_search_popular,0.0449728902787464,0.0353551260995747,0.0,0.0276339175234538,3,77,6,2.0,4,0,0,4,267.0
494879046,Paper Plane || animation,BluePlanet1,112090,5207,3666,0,0,animation,scratch_search_popular,0.0464537425283254,0.032705861361406,0.0,0.02701846730306,15,242,58,3.8666666666666667,49,0,0,49,1939.3333333333333
484078902,E.T. End Credits | Piano Music | v1.0,griffpatch,227040,9742,7979,0,0,music,scratch_search_popular,0.0429087385482734,0.0351435870331219,0.0,0.0269300563777308,3,297,14,4.666666666666667,3,6,8,17,930.3333333333334
1066728200,The Donut Game,LBV_stuff,195779,8183,6939,0,0,game,scratch_search_popular,0.0417971283947716,0.035443025043544,0.0,0.026716348535849,37,2265,324,8.756756756756756,351,0,11,362,13670.135135135135
880566119,Skittles...        | #all #animations #music,scratchhaus,272606,10867,9981,0,0,music,scratch_search_popular,0.039863392588571,0.036613280705487,0.0,0.0266043300587661,4,165,14,3.5,4,0,16,20,875.0
376903068,|| Motion-Capture Tutorial ||,warrior1785,54790,2368,1859,0,0,tutorial,scratch_search_popular,0.0432195656141631,0.0339295491878079,0.0,0.0265376893593721,3,131,19,6.333333333333333,12,0,0,12,647.6666666666666
799390683,MinecraftClicker ver1.8#game#games#all#Story,-TNTOP,93615,3677,3442,0,0,story,scratch_search_popular,0.0392778934999732,0.0367676120279869,0.0,0.0264904128611867,21,344,64,3.0476190476190474,34,3,3,40,1814.952380952381
508432699,Rage Story,LawsOfScienceChanger,109280,4626,3720,0,0,story,scratch_search_popular,0.0423316251830161,0.0340409956076134,0.0,0.0263158857979502,6,158,15,2.5,14,0,13,27,1078.0
600889540,lip ⤷ tutorial,witchcroft,23464,1066,650,0,0,tutorial,scratch_search_popular,0.0454312990112512,0.0277020115922263,0.0,0.0247101943402659,5,162,23,4.6,17,0,0,17,814.0
419783951,Hold Music,weisboys,155817,6189,4856,0,0,music,scratch_search_popular,0.0397196711526983,0.0311647637934243,0.0,0.0243818068631792,5,239,15,3.0,6,4,0,10,649.0
288218204,Music Composer,EIephant_Lover,62700,2264,1878,0,0,music,scratch_search_popular,0.0361084529505582,0.0299521531100478,0.0,0.0228133971291866,16,1949,115,7.1875,95,40,0,135,6302.75
436230375,Cars - Music Video,PandaTimmyMrT,247084,9181,7086,0,0,music,scratch_search_popular,0.0371574039597869,0.0286785060950931,0.0,0.0226186236259733,1,1232,33,33.0,7,0,89,96,4782.0
417920977,RUN || Animation,95041579,109389,4036,3149,0,0,animation,scratch_search_popular,0.0368958487599301,0.0287871723847918,0.0,0.0225836235818958,9,200,26,2.888888888888889,21,0,0,21,977.7777777777778
344661889,Taco Story,myusernamegud,87247,3184,2456,0,0,story,scratch_search_popular,0.0364940914873863,0.0281499650417779,0.0,0.022208213462927,21,445,96,4.571428571428571,100,0,0,100,3746.4285714285716
892533197,GUTTER - Animation,-plxtinumboi-,148957,5421,3883,0,0,animation,scratch_search_popular,0.0363930530287264,0.0260679256429707,0.0,0.0213450861658062,4,128,2,0.5,0,0,0,0,178.0
1080471406,Death by Sausage | a short story game | #games,grege96,210740,6880,5811,0,0,story,scratch_search_popular,0.0326468634336148,0.0275742621239441,0.0,0.0208237638796621,15,1950,127,8.466666666666667,132,52,75,259,10039.333333333334
983805250,Saturday Mornings | Animation,---TurtIe---,107339,3544,2900,0,0,animation,scratch_search_popular,0.0330168904126179,0.0270172071660812,0.0,0.0207119499902179,5,130,15,3.0,13,0,11,24,960.0
507400324,ANIMATION CONTEST,Derble,77568,2367,1993,0,0,animation,scratch_search_popular,0.0305151608910891,0.0256935849834983,0.0,0.019431982260726,6,269,29,4.833333333333333,12,0,0,12,785.6666666666666
514113553,Friday Night Funkin' [+Story Mode!],Houchdj,95578,2658,2434,0,0,story,scratch_search_popular,0.0278097470129109,0.0254661114482412,0.0,0.0185293686831697,72,12514,1066,14.805555555555555,656,207,1048,1911,70860.11111111111
1033947809,Figure Skating Animation,cookiecorner,110948,3481,2439,0,0,animation,scratch_search_popular,0.0313750585860042,0.0219832714424775,0.0,0.0182058261527923,2,58,3,1.5,0,0,0,0,108.0
400349603,Nitro Racing - Car Racing Game,alexandretherrien,887923,24476,21981,0,0,game,scratch_search_popular,0.0275654533107037,0.024755524972323,0.0,0.0181718459821403,15,13528,470,31.333333333333332,364,357,494,1215,50754.666666666664
432694892,Music Marker,InformatyczkaXD,204069,5603,4628,0,0,music,scratch_search_popular,0.0274563995511322,0.0226786038055755,0.0,0.0173083613875698,28,1417,168,6.0,12,45,0,57,3527.0
16586232,Not quite ball physics game v1.0,griffpatch,1505933,38527,35458,0,0,game,scratch_search_popular,0.0255834754932656,0.023545536222395,0.0,0.0170932571369376,16,1669,109,6.8125,81,13,123,217,8475.25
326365622,Bullies-Gacha life story,win300,84712,2270,1888,0,0,story,scratch_search_popular,0.0267966757956369,0.022287279252054,0.0,0.0169539144395127,1,14,5,5.0,0,0,0,0,124.0
1085596439,Mosquito game,dragondani8,155977,4179,3448,0,0,game,scratch_search_popular,0.0267924117017252,0.02210582329446,0.0,0.0168800528283016,17,1589,90,5.294117647058823,68,35,33,136,5944.882352941177
552272781,Rain☔️Music ,cherryowl,155513,4289,3325,0,0,music,scratch_search_popular,0.0275796878717534,0.0213808491894568,0.0,0.0168262460373087,37,2521,124,3.3513513513513513,91,3,0,94,5778.027027027027
826031084,3D-ish Room Tutorial,ilovestories,77285,1956,1746,0,0,tutorial,scratch_search_popular,0.0253089215242285,0.022591706023161,0.0,0.0166293588665329,5,128,16,3.2,4,0,6,10,542.0
196319452,Multiplayer Tank Game IV,Tank101,421399,9938,9049,0,0,game,scratch_search_popular,0.0235833497469144,0.0214737101891556,0.0,0.0156644889997365,53,9371,397,7.490566037735849,310,145,252,707,31260.811320754718
349628208,Pop Music Master !!!,Dad76,98528,2442,2023,0,0,music,scratch_search_popular,0.0247848327379019,0.020532234491718,0.0,0.0156483436180578,6,868,43,7.166666666666667,60,9,67,136,5151.333333333333
315938995,Music Masher,Mr_Custom,57745,1410,1110,0,0,music,scratch_search_popular,0.0244176985020348,0.0192224435016018,0.0,0.0150142869512511,4,390,28,7.0,8,5,9,22,1230.0
837539342,Game Quiz - Quiz Game,NormanTheGamer,290432,6636,5712,0,0,game,scratch_search_popular,0.0228487219039224,0.0196672542970471,0.0,0.0147215182899955,8,428,37,4.625,28,15,14,57,2310.5
349679464,Cubes Adventures -  Game,Coltroc,480676,10723,9353,0,0,game,scratch_search_popular,0.0223081659995506,0.0194580132979387,0.0,0.0144756551190406,7,3969,157,22.428571428571427,101,33,189,323,14177.571428571428
926935828,3D Platformer Tutorial,Chrome_Cat,299730,6230,5547,0,0,tutorial,scratch_search_popular,0.0207853735028192,0.0185066559903913,0.0,0.0136382744470023,11,13743,323,29.363636363636363,69,0,726,795,38290.27272727273
121424480,Music Maker,uplift,439164,9021,7864,0,0,music,scratch_search_popular,0.0205413011995518,0.0179067500979133,0.0,0.0133250903990308,2,1399,67,33.5,0,11,95,106,5269.0
135416710,Music,bubblebee3,813512,15512,13496,0,0,music,scratch_search_popular,0.0190679424519859,0.0165897983066015,0.0,0.0123563020582363,4,182,23,5.75,14,0,0,14,757.0
411210603,Tower Defense Game,warfame,1142484,18303,16150,0,0,game,scratch_search_popular,0.0160203556461184,0.01413586536004,0.0,0.0104604528378515,25,1377,113,4.52,65,43,52,160,6517.4
790047492,GHOST HUNTER - Game based on the story,kaplin86,183233,2995,2314,0,0,story,scratch_search_popular,0.0163453089781862,0.0126287295410761,0.0,0.0099550845098863,15,446,43,2.8666666666666667,18,9,6,33,1643.3333333333335
141677189,ESCAPE [GAME],_Elektron_,585324,9486,7345,0,0,game,scratch_search_popular,0.0162064087582262,0.0125486055586307,0.0,0.0098813648509201,8,585,53,6.625,23,41,13,77,3107.5
336338957,Miner cat - Game,Coltroc,2619335,38539,33987,0,0,game,scratch_search_popular,0.0147132764613919,0.0129754307868218,0.0,0.0096041552531463,8,1074,49,6.125,36,4,88,128,5116.5
218775824,    Fortnite Music Simulator,ocote2026,206906,2869,2507,0,0,music,scratch_search_popular,0.0138662001101949,0.012116613341324,0.0,0.0090065053695881,101,634,155,1.5346534653465347,0,0,0,0,1674.6930693069307
535257700,Tetris #games #music,Dingo_lingos,129740,1778,1520,0,0,music,scratch_search_popular,0.0137043317404038,0.0117157391706489,0.0,0.0087975951903807,5,582,32,6.4,10,0,44,54,2380.0
339374129,HALLOWEEN RUN - Game,Coltroc,913063,11644,9507,0,0,game,scratch_search_popular,0.0127526797165146,0.010412205948549,0.0,0.0079906862943739,7,837,48,6.857142857142857,25,4,87,116,4524.142857142857
1110565816,Story Starter,Scratchteam,27897,356,263,0,0,story,scratch_search_popular,0.0127612288059648,0.0094275370111481,0.0,0.0075993834462487,3,47,9,3.0,9,0,0,9,407.0
836040447,Mario Game,NormanTheGamer,1216717,14144,12084,0,0,game,scratch_search_popular,0.0116247245661891,0.0099316439237719,0.0,0.0074600749393655,20,1854,122,6.1,104,39,198,341,12406.0
907856686,Suika Game (watermelon game),jebiminecraft,1735229,9276,8353,0,0,game,scratch_search_popular,0.0053456921247858,0.0048137738592427,0.0,0.0035292171811328,9,684,32,3.5555555555555554,21,13,12,46,2225.1111111111113
911281961,Suika Game / スイカゲーム,-SolarCode-,2698056,13265,12368,0,0,game,scratch_search_popular,0.0049165028450113,0.004584041250441,0.0,0.0033085673536798,3,939,19,6.333333333333333,0,11,49,60,2895.666666666667
918430269,online!!スイカゲーム /suika-game/watermelon game,SMEcreater,1311555,5621,5902,0,0,game,scratch_search_popular,0.0042857524084007,0.0045000019061343,0.0,0.0030857264849739,6,932,33,5.5,11,10,34,55,2752.0
284647092,Music video(loud Indian music),acervantes-lanier,142192,619,533,0,0,music,scratch_search_popular,0.0043532688196241,0.0037484527962191,0.0,0.0028053617643749,3,50,7,2.3333333333333335,1,0,0,1,156.66666666666669
